window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
369.6802,371.6802,Misturar,47,0.5934,3.2691,4.2510,3.5000,0.0779,0.0000,1.8735,1.0000,0
371.6802,373.6802,Misturar,49,0.0962,2.7951,3.6840,3.5000,1.1029,0.0000,0.8555,0.7959,0
373.6802,375.6802,Misturar,51,0.7601,3.4745,3.0430,3.5000,1.8038,0.0000,0.1781,0.0000,0
375.6802,377.6802,Misturar,55,0.9031,3.6217,3.0904,2.3909,1.9704,0.0000,0.0000,0.0000,0
377.6802,379.6802,Misturar,54,0.5739,3.2924,3.3330,0.4815,1.9379,0.0000,0.0000,0.0000,0
379.6802,381.6802,Misturar,50,0.4781,3.1967,3.3330,0.2700,1.9821,0.0000,0.0000,0.0000,0
381.6802,383.6802,Misturar,47,0.5144,3.2330,3.5355,0.5000,1.9377,0.0000,0.0000,0.0000,0
383.6802,385.6802,Misturar,48,0.6315,3.3454,3.5710,0.5000,1.8368,0.0000,0.1330,0.0000,0
385.6802,387.6802,Misturar,46,0.8480,3.5248,3.9321,0.5000,0.0000,0.0000,1.9227,0.0000,0
387.6802,389.6802,Misturar,47,1.0273,3.7021,4.7576,0.5000,0.0000,0.0000,1.9623,0.0000,0
389.6802,391.6802,Misturar,47,0.5011,3.1760,4.7576,0.2660,0.0000,0.0000,1.9817,0.0000,0
391.6802,393.6802,Misturar,44,1.0115,3.6864,3.1239,0.3068,0.0000,0.0000,1.9377,0.0000,0
393.6802,395.6802,Misturar,44,0.8305,3.5054,2.5113,2.4773,0.0000,0.0000,1.9493,0.2273,0
395.6802,397.6802,Misturar,41,0.8579,3.5324,2.5113,3.5000,0.0000,0.0000,1.9490,0.0000,0
397.6802,399.6802,Misturar,36,0.7234,3.4069,2.7760,4.8472,0.5556,0.0000,1.3827,0.0000,0
399.6802,401.6802,Misturar,43,0.3588,3.0473,2.8001,5.0000,0.4549,0.0000,1.4927,0.0930,0
401.6802,403.6802,Misturar,48,0.6970,3.3746,2.6838,5.0000,0.1571,0.0000,1.8258,0.0833,0
403.6802,405.6802,Misturar,46,1.0301,3.7064,1.4045,3.9348,0.0000,0.0000,1.9510,0.3478,0
405.6802,407.6802,Misturar,46,0.9628,3.6376,1.4045,2.3152,0.0000,0.0000,1.9621,0.0000,0
407.6802,409.6802,Misturar,45,0.8617,3.5366,2.0821,1.9333,0.0000,0.0000,1.9704,0.0000,0
409.6802,411.6802,Misturar,45,0.8589,3.5342,2.8566,1.8556,0.0000,0.0000,1.9073,0.0000,0
411.6802,413.6802,Misturar,41,0.9211,3.5971,2.8566,2.0000,0.1214,0.0000,1.8474,0.0000,0
413.6802,415.6802,Misturar,39,0.6711,3.3630,2.3646,2.8077,0.9145,0.0000,1.0137,0.0513,0
415.6802,417.6802,Misturar,44,1.0223,3.7057,2.1186,5.1250,0.3440,0.0000,1.6146,0.3182,0
417.6802,419.6802,Misturar,43,0.6649,3.3399,2.1186,4.9535,0.0000,0.0000,1.9507,0.0930,0
419.6802,421.6802,Misturar,38,1.0162,3.7048,2.3624,4.7368,1.1886,0.0000,0.7720,0.1579,0
421.6802,423.6802,Misturar,43,0.9214,3.6166,2.4175,4.0349,0.9140,0.0000,1.0360,0.0000,0
423.6802,425.6802,Misturar,46,0.2645,2.9507,2.4175,4.9239,0.4487,0.0000,1.5099,0.1739,0
425.6802,427.6802,Misturar,46,0.2184,2.8928,2.8797,3.5326,0.0000,0.0000,1.9809,0.0870,0
427.6802,429.6802,Misturar,44,0.0637,2.7417,2.8797,2.9432,0.0892,0.0000,1.8252,0.0909,0
429.6802,431.6802,Misturar,48,0.5763,3.2546,3.3068,3.2188,0.1531,0.0000,1.8275,0.3750,0
431.6802,433.6802,Misturar,47,0.9459,3.6243,4.0185,4.2660,0.1987,0.0000,1.7520,1.0000,0
433.6802,435.6802,Misturar,44,1.4668,4.1622,4.0185,5.9545,1.0148,0.0000,0.9327,1.0000,0
435.6802,437.6802,Misturar,45,1.1254,3.8112,4.1229,6.1444,0.2806,0.0000,1.6575,1.0000,0
437.6802,439.6802,Misturar,48,0.7797,3.4623,4.1566,7.2708,0.4663,0.0000,1.4924,1.0000,0
439.6802,441.6802,Misturar,41,0.5458,3.2242,4.0834,7.4512,0.1255,0.0000,1.8650,0.9268,0
441.6802,443.6802,Misturar,46,0.2212,2.9047,3.1560,9.2283,0.4109,0.0000,1.5037,0.1304,0
443.6802,445.6802,Misturar,48,-0.1734,2.5336,3.1560,8.1562,1.4580,0.0000,0.5016,0.0833,0
