window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
395.4007,397.4007,Formar,39,-0.2029,3.0699,4.7017,10.5897,1.9687,0.0000,0.0000,1.0000,0
397.4007,399.4007,Formar,40,0.0473,3.3068,4.7017,8.5125,1.5464,0.0000,0.3897,1.0000,0
399.4007,401.4007,Formar,40,-0.1033,3.1391,4.7149,8.8625,0.4963,0.0000,1.4318,1.0000,0
401.4007,403.4007,Formar,37,-0.1962,3.0688,4.7422,9.8514,1.7608,0.0000,0.1662,1.0000,0
403.4007,405.4007,Formar,41,-0.3243,2.9096,4.7422,9.4878,0.0000,0.0000,1.9789,1.0000,0
405.4007,407.4007,Formar,39,-0.3805,2.8640,4.6813,8.2308,0.6797,0.0000,1.2795,1.0000,0
407.4007,409.4007,Formar,40,-0.3773,2.8656,4.5046,8.0500,0.6229,0.0000,1.3222,1.0000,0
409.4007,411.4007,Formar,44,-0.2161,3.0375,4.5046,8.4659,1.1029,0.0000,0.8679,1.0000,0
411.4007,413.4007,Formar,42,-0.2064,3.0526,4.5247,7.5714,1.1497,0.0000,0.7662,1.0000,0
413.4007,415.4007,Formar,41,-0.2749,2.9847,4.5575,6.9390,1.4341,0.0000,0.5463,1.0000,0
415.4007,417.4007,Formar,42,-0.7586,2.5130,4.5575,6.7381,1.9301,0.0000,0.0000,1.0000,0
417.4007,419.4007,Formar,41,-0.5277,2.7456,4.5008,4.8415,1.9622,0.0000,0.0000,1.0000,0
419.4007,421.4007,Formar,41,-0.2328,3.0289,4.4413,2.3902,1.4024,0.0000,0.5589,0.5366,0
421.4007,423.4007,Formar,41,-0.6382,2.6341,4.4413,1.5000,1.9475,0.0000,0.0000,0.0000,0
423.4007,425.4007,Formar,42,-0.3075,2.9656,4.2671,1.5000,1.9387,0.0000,0.0000,0.0000,0
425.4007,427.4007,Formar,42,-0.0923,3.1808,4.1365,0.8690,1.9604,0.0000,0.0000,0.0000,0
427.4007,429.4007,Formar,42,-0.1212,3.1519,4.1365,0.5119,1.9254,0.0000,0.0000,0.0000,0
429.4007,431.4007,Formar,45,-0.0284,3.2452,4.3840,2.7889,1.9575,0.0000,0.0000,0.7333,0
431.4007,433.4007,Formar,44,-0.3087,2.9503,4.4740,3.5000,1.3824,0.0000,0.6021,1.0000,0
433.4007,435.4007,Formar,45,-0.0227,3.2094,4.4740,3.9111,0.1447,0.0000,1.8264,1.0000,0
435.4007,437.4007,Formar,43,-0.0590,3.1793,4.4740,4.9884,0.4047,0.0000,1.5334,1.0000,0
437.4007,439.4007,Formar,37,-0.7464,2.4838,4.4740,4.7568,0.0000,0.0000,1.9168,1.0000,0
439.4007,441.4007,Formar,28,-0.5330,2.7149,4.4740,4.3929,0.0000,1.5935,0.3023,1.0000,0
